date,source,category,company,grade,price,change,action,title,url,crawled_at
2026-02-19,스틸데일리,수입,동경제철(일본),,,,인상,"日 도쿄스틸, 오카아먀 규슈 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=198395,2026-04-14T13:44:04.920433
2026-02-12,스틸데일리,국내,세아창원특수강,생철,,-5000.0,인하,"세아창원특수강, 철 스크랩 인하 발표",https://www.steeldaily.co.kr/news/articleView.html?idxno=198343,2026-04-14T13:44:08.473154
2026-02-12,스틸데일리,국내,세아창원특수강,중량,,-10000.0,인하,"세아창원특수강, 철 스크랩 인하 발표",https://www.steeldaily.co.kr/news/articleView.html?idxno=198343,2026-04-14T13:44:08.473154
2026-02-12,스틸데일리,국내,세아창원특수강,경량,,-10000.0,인하,"세아창원특수강, 철 스크랩 인하 발표",https://www.steeldaily.co.kr/news/articleView.html?idxno=198343,2026-04-14T13:44:08.473154
2026-02-12,스틸데일리,국내,세아창원특수강,선반,,-10000.0,인하,"세아창원특수강, 철 스크랩 인하 발표",https://www.steeldaily.co.kr/news/articleView.html?idxno=198343,2026-04-14T13:44:08.473154
2026-02-14,스틸데일리,국내,포스코(포항),중량,,-10000.0,특구종료,"포스코, 철 스크랩 실질 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198339,2026-04-14T13:44:08.600474
2026-02-14,스틸데일리,국내,포스코(포항),경량,,-10000.0,특구종료,"포스코, 철 스크랩 실질 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198339,2026-04-14T13:44:08.600474
2026-02-09,스틸데일리,국내,YK스틸,,,-10000.0,인하,와이케이스틸 스크랩 10원 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198237,2026-04-14T13:44:08.719811
2026-02-09,스틸데일리,국내,대한제강,,,,인하,"대한제강, 19일 철 스크랩 추가 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198235,2026-04-14T13:44:04.920433
2026-02-06,스틸데일리,국내,한국특강,생철,,-10000.0,인하,"한국특강, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198194,2026-04-14T13:44:09.029700
2026-02-06,스틸데일리,국내,한국특강,중량,,-10000.0,인하,"한국특강, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198194,2026-04-14T13:44:09.029700
2026-02-06,스틸데일리,국내,한국특강,경량,,-10000.0,인하,"한국특강, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198194,2026-04-14T13:44:09.029700
2026-02-06,스틸데일리,국내,한국특강,선반,,-10000.0,인하,"한국특강, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198194,2026-04-14T13:44:09.029700
2026-02-05,스틸데일리,국내,YK스틸,생철,,-10000.0,인하,와이케이스틸 철스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198162,2026-04-14T13:44:09.149106
2026-02-05,스틸데일리,국내,YK스틸,중량,,-10000.0,인하,와이케이스틸 철스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198162,2026-04-14T13:44:09.149106
2026-02-05,스틸데일리,국내,YK스틸,경량,,-10000.0,인하,와이케이스틸 철스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198162,2026-04-14T13:44:09.149106
2026-02-05,스틸데일리,국내,YK스틸,선반,,-10000.0,인하,와이케이스틸 철스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198162,2026-04-14T13:44:09.149106
2026-02-05,스틸데일리,국내,대한제강,생철,,-10000.0,인하,"대한제강, 9일 철스크랩 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198158,2026-04-14T13:44:09.313063
2026-02-05,스틸데일리,국내,대한제강,중량,,-10000.0,인하,"대한제강, 9일 철스크랩 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198158,2026-04-14T13:44:09.313063
2026-02-05,스틸데일리,국내,대한제강,경량,,-10000.0,인하,"대한제강, 9일 철스크랩 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198158,2026-04-14T13:44:09.313063
2026-02-05,스틸데일리,국내,대한제강,선반,,-10000.0,인하,"대한제강, 9일 철스크랩 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=198158,2026-04-14T13:44:09.313063
2026-02-12,스틸데일리,국내,한국철강,,,-10000.0,인하,한국철강 철스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=198157,2026-04-14T13:44:09.429525
2026-02-03,스틸데일리,국내,현대제철(인천),,,,동결,"현대제철, 밴더 스크랩 가격 '동결'",https://www.steeldaily.co.kr/news/articleView.html?idxno=198095,2026-04-14T13:44:04.920433
2026-02-03,스틸데일리,국내,현대제철(당진),,,,동결,"현대제철, 밴더 스크랩 가격 '동결'",https://www.steeldaily.co.kr/news/articleView.html?idxno=198095,2026-04-14T13:44:04.920433
2026-02-03,스틸데일리,국내,현대제철(포항),,,,동결,"현대제철, 밴더 스크랩 가격 '동결'",https://www.steeldaily.co.kr/news/articleView.html?idxno=198095,2026-04-14T13:44:04.920433
2026-02-02,스틸데일리,국내,포스코(포항),,,10000.0,인상,"포스코, ""스크랩 가격 인상했지만 인상하지 않았다""",https://www.steeldaily.co.kr/news/articleView.html?idxno=198058,2026-04-14T13:44:09.675014
2026-02-02,스틸데일리,국내,대한제강,,,,,[수정] 대한제강도 일본산 스크랩 수입 가세,https://www.steeldaily.co.kr/news/articleView.html?idxno=198055,2026-04-14T13:44:04.920433
2026-01-29,스틸데일리,수입,동경제철(일본),,,,인하,"도쿄스틸, 오카야마 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197985,2026-04-14T13:44:04.920433
2026-01-29,스틸데일리,국내,,,,,,"동국·한특, 수입 스크랩 계약 .. 3월 수급 안정 선택",https://www.steeldaily.co.kr/news/articleView.html?idxno=197983,2026-04-14T13:44:04.920433
2026-01-28,스틸데일리,국내,세아베스틸,생철,,10000.0,인상,"세아베스틸, 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197932,2026-04-14T13:44:10.182670
2026-01-28,스틸데일리,국내,세아베스틸,중량,,10000.0,인상,"세아베스틸, 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197932,2026-04-14T13:44:10.182670
2026-01-28,스틸데일리,국내,세아베스틸,경량,,10000.0,인상,"세아베스틸, 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197932,2026-04-14T13:44:10.182670
2026-01-28,스틸데일리,국내,세아베스틸,선반,,10000.0,인상,"세아베스틸, 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197932,2026-04-14T13:44:10.182670
2026-01-27,스틸데일리,국내,한국철강,,,10000.0,인상,"한국철강, 27일 철 스크랩 구매 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197927,2026-04-14T13:44:10.300813
2026-01-26,스틸데일리,수입,동경제철(일본),,,,인하,"日 도쿄스틸, 규슈공장 철 스크랩 가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197901,2026-04-14T13:44:04.920433
2026-01-29,스틸데일리,국내,환영,중량,,20000.0,인상,"환영철강, 철 스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197900,2026-04-14T13:44:10.523116
2026-01-26,스틸데일리,국내,동국제강(포항),생철,,10000.0,인상,"동국제강 포항, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197899,2026-04-14T13:44:10.633811
2026-01-26,스틸데일리,국내,동국제강(포항),중량,,10000.0,인상,"동국제강 포항, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197899,2026-04-14T13:44:10.633811
2026-01-26,스틸데일리,국내,동국제강(포항),경량,,10000.0,인상,"동국제강 포항, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197899,2026-04-14T13:44:10.633811
2026-01-26,스틸데일리,국내,동국제강(포항),선반,,10000.0,인상,"동국제강 포항, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197899,2026-04-14T13:44:10.633811
2026-01-26,스틸데일리,국내,동국제강(인천),생철,,10000.0,인상,"동국제강 인천, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197894,2026-04-14T13:44:10.742186
2026-01-26,스틸데일리,국내,동국제강(인천),중량,,10000.0,인상,"동국제강 인천, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197894,2026-04-14T13:44:10.742186
2026-01-26,스틸데일리,국내,동국제강(인천),경량,,10000.0,인상,"동국제강 인천, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197894,2026-04-14T13:44:10.742186
2026-01-26,스틸데일리,국내,동국제강(인천),선반,,10000.0,인상,"동국제강 인천, 철 스크랩 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197894,2026-04-14T13:44:10.742186
2026-01-26,스틸데일리,국내,현대제철(당진),생철,,10000.0,인상,"현대제철, 철 스크랩 최대 20원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197891,2026-04-14T13:44:10.895826
2026-01-26,스틸데일리,국내,현대제철(당진),중량,,10000.0,인상,"현대제철, 철 스크랩 최대 20원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197891,2026-04-14T13:44:10.895826
2026-01-26,스틸데일리,국내,현대제철(당진),경량,,10000.0,인상,"현대제철, 철 스크랩 최대 20원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197891,2026-04-14T13:44:10.895826
2026-01-26,스틸데일리,국내,현대제철(당진),선반,,10000.0,인상,"현대제철, 철 스크랩 최대 20원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197891,2026-04-14T13:44:10.895826
2026-01-21,스틸데일리,국내,한국철강,선반,,10000.0,인상,"한국철강, 철스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197800,2026-04-14T13:44:11.024369
2026-01-21,스틸데일리,국내,한국철강,생철,,15000.0,인상,"한국철강, 철스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197800,2026-04-14T13:44:11.024369
2026-01-21,스틸데일리,국내,한국철강,중량,,15000.0,인상,"한국철강, 철스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197800,2026-04-14T13:44:11.024369
2026-01-21,스틸데일리,국내,한국철강,경량,,15000.0,인상,"한국철강, 철스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197800,2026-04-14T13:44:11.024369
2026-01-15,스틸데일리,국내,포스코(포항),선반,,20000.0,인상,포스코 철 스크랩 가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197692,2026-04-14T13:44:11.302456
2026-01-15,스틸데일리,국내,포스코(광양),선반,,20000.0,인상,포스코 철 스크랩 가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197692,2026-04-14T13:44:11.302456
2026-01-15,스틸데일리,국내,세아베스틸,,,10000.0,인상,"세아베스틸, 철 스크랩 가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197661,2026-04-14T13:44:11.413678
2026-01-14,스틸데일리,국내,환영,,,10000.0,인상,"환영철강, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197657,2026-04-14T13:44:11.532161
2026-01-14,스틸데일리,국내,동국제강(인천),선반,,20000.0,인상,"동국제강, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197656,2026-04-14T13:44:11.669776
2026-01-14,스틸데일리,국내,동국제강(포항),선반,,20000.0,인상,"동국제강, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197656,2026-04-14T13:44:11.669776
2026-01-14,스틸데일리,국내,현대제철(인천),,,-10000.0,특구,"현대제철, 철스크랩 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197655,2026-04-14T13:44:11.785678
2026-01-14,스틸데일리,국내,현대제철(당진),,,-10000.0,특구,"현대제철, 철스크랩 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197655,2026-04-14T13:44:11.785678
2026-01-14,스틸데일리,국내,현대제철(포항),,,-10000.0,특구,"현대제철, 철스크랩 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197655,2026-04-14T13:44:11.785678
2026-01-15,스틸데일리,국내,YK스틸,생철,,-20000.0,인하,"와이케이스틸, 철 스크랩 실질 구매가격 20원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197616,2026-04-14T13:44:11.925663
2026-01-15,스틸데일리,국내,YK스틸,중량,,-20000.0,인하,"와이케이스틸, 철 스크랩 실질 구매가격 20원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197616,2026-04-14T13:44:11.925663
2026-01-15,스틸데일리,국내,YK스틸,경량,,-20000.0,인하,"와이케이스틸, 철 스크랩 실질 구매가격 20원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197616,2026-04-14T13:44:11.925663
2026-01-15,스틸데일리,국내,YK스틸,선반,,-20000.0,인하,"와이케이스틸, 철 스크랩 실질 구매가격 20원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197616,2026-04-14T13:44:11.925663
2026-01-12,스틸데일리,국내,포스코(포항),선반,,20000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(광양),선반,,20000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(포항),생철,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(광양),생철,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(포항),중량,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(광양),중량,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(포항),경량,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-12,스틸데일리,국내,포스코(광양),경량,,10000.0,인상,포스코 철 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197567,2026-04-14T13:44:12.035420
2026-01-09,스틸데일리,수입,동경제철(일본),,,,,"도쿄스틸, 스크랩 구매가격 조정",https://www.steeldaily.co.kr/news/articleView.html?idxno=197558,2026-04-14T13:44:04.920433
2026-01-10,스틸데일리,국내,세아베스틸,생철,,10000.0,인상,"세아베스틸, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197547,2026-04-14T13:44:12.270397
2026-01-10,스틸데일리,국내,세아베스틸,중량,,10000.0,인상,"세아베스틸, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197547,2026-04-14T13:44:12.270397
2026-01-10,스틸데일리,국내,세아베스틸,경량,,10000.0,인상,"세아베스틸, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197547,2026-04-14T13:44:12.270397
2026-01-10,스틸데일리,국내,세아베스틸,선반,,10000.0,인상,"세아베스틸, 철 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197547,2026-04-14T13:44:12.270397
2026-01-07,스틸데일리,수입,동경제철(일본),,,,인하,"日 도쿄스틸, 간사이새틀라이트 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197492,2026-04-14T13:44:04.920433
2026-01-07,스틸데일리,국내,현대제철(인천),,,,동결,"현대제철, 밴더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=197481,2026-04-14T13:44:04.920433
2026-01-07,스틸데일리,국내,현대제철(당진),,,,동결,"현대제철, 밴더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=197481,2026-04-14T13:44:04.920433
2026-01-07,스틸데일리,국내,현대제철(포항),,,,동결,"현대제철, 밴더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=197481,2026-04-14T13:44:04.920433
2026-01-06,스틸데일리,국내,동국제강(인천),,,10000.0,인상,동국제강 전공장 철스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197444,2026-04-14T13:44:12.617490
2026-01-06,스틸데일리,국내,동국제강(포항),,,10000.0,인상,동국제강 전공장 철스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197444,2026-04-14T13:44:12.617490
2026-01-05,스틸데일리,국내,환영,생철,,10000.0,인상,환영철강 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197440,2026-04-14T13:44:12.733219
2026-01-05,스틸데일리,국내,환영,중량,,10000.0,인상,환영철강 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197440,2026-04-14T13:44:12.733219
2026-01-05,스틸데일리,국내,환영,경량,,10000.0,인상,환영철강 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197440,2026-04-14T13:44:12.733219
2026-01-05,스틸데일리,국내,환영,선반,,10000.0,인상,환영철강 스크랩 구매가격 인상,https://www.steeldaily.co.kr/news/articleView.html?idxno=197440,2026-04-14T13:44:12.733219
2026-01-05,스틸데일리,국내,현대제철(당진),,,10000.0,인상,"현대제철, 인천 당진 스크랩 구매가격 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197433,2026-04-14T13:44:12.856602
2026-01-05,스틸데일리,국내,현대제철(포항),생철,,10000.0,인상,"현대제철 포항, 철 스크랩 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197428,2026-04-14T13:44:12.966272
2026-01-05,스틸데일리,국내,현대제철(포항),중량,,10000.0,인상,"현대제철 포항, 철 스크랩 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197428,2026-04-14T13:44:12.966272
2026-01-05,스틸데일리,국내,현대제철(포항),경량,,10000.0,인상,"현대제철 포항, 철 스크랩 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197428,2026-04-14T13:44:12.966272
2026-01-05,스틸데일리,국내,현대제철(포항),선반,,10000.0,인상,"현대제철 포항, 철 스크랩 전등급 10원 인상",https://www.steeldaily.co.kr/news/articleView.html?idxno=197428,2026-04-14T13:44:12.966272
2025-12-26,스틸데일리,수입,동경제철(일본),,,,인하,日 도쿄스틸 25일 일부 공장 스크랩 구매가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=197225,2026-04-14T13:44:04.920433
2025-12-18,스틸데일리,국내,세아베스틸,경량,,-10000.0,인하,"세아베스틸, 경압 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=197016,2026-04-14T13:44:13.192127
2025-12-17,스틸데일리,국내,환영,,,,,"환영철강, 스크랩 주간 인티 연장",https://www.steeldaily.co.kr/news/articleView.html?idxno=197007,2026-04-14T13:44:04.920433
2025-12-16,스틸데일리,수입,동경제철(일본),,,,,"도쿄스틸, 철 스크랩 가격 횡보 전망",https://www.steeldaily.co.kr/news/articleView.html?idxno=196974,2026-04-14T13:44:04.920433
2025-12-10,스틸데일리,수입,동경제철(일본),,,,인하,日 철 스크랩 단기 고점? ... 도쿄스틸  도쿄만 새틀라이트 가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=196827,2026-04-14T13:44:04.920433
2025-12-09,스틸데일리,국내,태웅,,,,,"태웅, 철 스크랩 전등급 입고 통제",https://www.steeldaily.co.kr/news/articleView.html?idxno=196803,2026-04-14T13:44:04.920433
2025-12-08,스틸데일리,국내,태웅,경량,,-15000.0,인하,"태웅, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196720,2026-04-14T13:44:13.802464
2025-12-08,스틸데일리,국내,태웅,생철,,-5000.0,인하,"태웅, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196720,2026-04-14T13:44:13.802464
2025-12-08,스틸데일리,국내,태웅,중량,,-5000.0,인하,"태웅, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196720,2026-04-14T13:44:13.802464
2025-12-08,스틸데일리,국내,태웅,선반,,-5000.0,인하,"태웅, 철 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196720,2026-04-14T13:44:13.802464
2025-12-04,스틸데일리,국내,포스코(포항),생철,,-5000.0,인하,포스코 5일부 스크랩 가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=196685,2026-04-14T13:44:13.930749
2025-12-04,스틸데일리,국내,포스코(광양),생철,,-5000.0,인하,포스코 5일부 스크랩 가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=196685,2026-04-14T13:44:13.930749
2025-12-04,스틸데일리,국내,포스코(포항),중량,,-5000.0,인하,포스코 5일부 스크랩 가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=196685,2026-04-14T13:44:13.930749
2025-12-04,스틸데일리,국내,포스코(광양),중량,,-5000.0,인하,포스코 5일부 스크랩 가격 인하,https://www.steeldaily.co.kr/news/articleView.html?idxno=196685,2026-04-14T13:44:13.930749
2025-12-04,스틸데일리,국내,환영,,,,,"환영철강, 철 스크랩 주간 인센티브 재 시행",https://www.steeldaily.co.kr/news/articleView.html?idxno=196667,2026-04-14T13:44:04.920433
2025-12-01,스틸데일리,국내,현대제철(인천),,,,동결,"현대제철, 12월 현대차 벤더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=196504,2026-04-14T13:44:04.920433
2025-12-01,스틸데일리,국내,현대제철(당진),,,,동결,"현대제철, 12월 현대차 벤더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=196504,2026-04-14T13:44:04.920433
2025-12-01,스틸데일리,국내,현대제철(포항),,,,동결,"현대제철, 12월 현대차 벤더 스크랩 가격 동결",https://www.steeldaily.co.kr/news/articleView.html?idxno=196504,2026-04-14T13:44:04.920433
2025-11-04,스틸데일리,국내,동국제강(포항),중량,,-5000.0,인하,"동국 포항, 철스크랩 10원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196482,2026-04-14T13:44:14.300542
2025-11-04,스틸데일리,국내,동국제강(포항),선반,,-20000.0,인하,"동국 포항, 철스크랩 10원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196482,2026-04-14T13:44:14.300542
2025-11-04,스틸데일리,국내,동국제강(포항),생철,,-10000.0,인하,"동국 포항, 철스크랩 10원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196482,2026-04-14T13:44:14.300542
2025-11-04,스틸데일리,국내,동국제강(포항),경량,,-10000.0,인하,"동국 포항, 철스크랩 10원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196482,2026-04-14T13:44:14.300542
2025-11-26,스틸데일리,국내,현대제철(인천),,,,,"동국 인천, 특구 전액 회수 · 현대제철에 이목 쏠려",https://www.steeldaily.co.kr/news/articleView.html?idxno=196411,2026-04-14T13:44:04.920433
2025-11-26,스틸데일리,국내,현대제철(당진),,,,,"동국 인천, 특구 전액 회수 · 현대제철에 이목 쏠려",https://www.steeldaily.co.kr/news/articleView.html?idxno=196411,2026-04-14T13:44:04.920433
2025-11-26,스틸데일리,국내,현대제철(포항),,,,,"동국 인천, 특구 전액 회수 · 현대제철에 이목 쏠려",https://www.steeldaily.co.kr/news/articleView.html?idxno=196411,2026-04-14T13:44:04.920433
2025-11-24,스틸데일리,국내,대한제강,,,-20000.0,인하,"(수정) 대한제강, 분철 20원 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196399,2026-04-14T13:44:14.562681
2025-11-21,스틸데일리,국내,태웅,경량,,-15000.0,인하,"태웅, 스크랩 구매가격 인하",https://www.steeldaily.co.kr/news/articleView.html?idxno=196308,2026-04-14T13:44:14.691592
2026-03-19,스틸데일리,국내,포스코(포항),생철,,5000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(광양),생철,,5000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(포항),중량,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(광양),중량,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(포항),경량,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(광양),경량,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(포항),선반,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-03-19,스틸데일리,국내,포스코(광양),선반,,10000.0,인상,포스코 철 스크랩 가격 인상·운반비 보조금 재개,https://www.steeldaily.co.kr/news/articleView.html?idxno=198991,2026-04-14T13:51:38.835585
2026-01-20,스크랩워치,국내,포스코(광양),생철,,5000.0,인상,"포스코 19일부터 생철 5원, 중·경량·선반 10원(kg) 인상…광양 운임 보조 재개",https://www.scrapwatch.co.kr/news/articleView.html?idxno=61711,2026-04-14T13:51:38.939013
2026-01-20,스크랩워치,국내,포스코(광양),중량,,5000.0,인상,"포스코 19일부터 생철 5원, 중·경량·선반 10원(kg) 인상…광양 운임 보조 재개",https://www.scrapwatch.co.kr/news/articleView.html?idxno=61711,2026-04-14T13:51:38.939013
2026-01-20,스크랩워치,국내,포스코(광양),경량,,10000.0,인상,"포스코 19일부터 생철 5원, 중·경량·선반 10원(kg) 인상…광양 운임 보조 재개",https://www.scrapwatch.co.kr/news/articleView.html?idxno=61711,2026-04-14T13:51:38.939013
2026-01-20,스크랩워치,국내,포스코(광양),선반,,10000.0,인상,"포스코 19일부터 생철 5원, 중·경량·선반 10원(kg) 인상…광양 운임 보조 재개",https://www.scrapwatch.co.kr/news/articleView.html?idxno=61711,2026-04-14T13:51:38.939013
2026-04-13,스크랩워치,수입,일본제철(일본),,,,인상,일본제철 4월 STS판재류 판매가격 동결 … 가파른 인상 후 숨고르기,https://www.scrapwatch.co.kr/news/articleView.html?idxno=61852,2026-04-13T17:02:00.621189
